post_id,author,body,score,created_utc,date
x5ode8,Youngkkkai,不用。正常录取。,1,1663466633.0,2022-09-18 02:03:53
x5ode8,Sure-Dinner-4577,授课型没导师吧 怎么陶瓷,1,1662306933.0,2022-09-04 15:55:33
x22ahc,Slow_Engineering4726,Alberta is good. I am planning to look for a postdoctoral position there.,4,1661945415.0,2022-08-31 11:30:15
x22ahc,Plastic_Animal_7397,想去读个便宜的college移民啊,3,1680780153.0,2023-04-06 11:22:33
wypmjd,Sure-Dinner-4577,刚买菜回来，这一堆东西一共33刀。有十二小盒的水果番茄，两袋很大的樱桃，七八个橘子，三个桃子，三个青椒，三四坨姜，一袋西芹，一条全麦面包，一个沙拉蔬菜，两盒抹面包的酱。,3,1661562639.0,2022-08-27 01:10:39
wxr2qf,Sure-Dinner-4577,之前在其他频道发过，转来这里。,2,1661465391.0,2022-08-25 22:09:51
ww7hd6,[deleted],[deleted],2,1667329878.0,2022-11-01 19:11:18
ww7hd6,Sure-Dinner-4577,应该够的 节省点,2,1667329912.0,2022-11-01 19:11:52
ww7hd6,nooocow,温哥华区university  (比如FDU NYIT)，算上学费和生活费，需要多少rmb一年呢？,1,1663523319.0,2022-09-18 17:48:39
ww7hd6,Sure-Dinner-4577,学费官网有 温哥华一个月按两三千生活费算吧,1,1663525262.0,2022-09-18 18:21:02
ww7hd6,nooocow,现在大通胀了，请问还是这个价吗？,1,1663525384.0,2022-09-18 18:23:04
ww7hd6,nooocow,另外您能把必须的要花费的项目列出来吗，我不清楚生活费是由哪些构成，知晓后我可以自己去问问。。（家境不太好，最多只能爆50个金币，还是占家庭所有资产一大半了）,1,1663525573.0,2022-09-18 18:26:13
ww7hd6,Much_Web_3505,感谢，解释的很详细。我搜索到的资料是60个金币，还有雅思6分。比较稳妥。,1,1666759512.0,2022-10-26 04:45:12
ww7hd6,Sure-Dinner-4577,当然钱越多越好 不过很多人有三十万也够了,2,1666760870.0,2022-10-26 05:07:50
ww7hd6,Russel_Axelrod,27岁，国内读的文科硕，可以申请college 读完拿工签吗,1,1670867895.0,2022-12-12 17:58:15
ww7hd6,Sure-Dinner-4577,为什么不可以 又是倒读吗,1,1670875909.0,2022-12-12 20:11:49
ww1quh,Ok-Plan-7501,您好，请问卡尔加里的南理工的仪表工程专业好申请吗？打算让自己孩子申请这个专业，孩子目前高三在读，雅思五分，学校要求的资料都准备好了，准备十月份学校开放申请的时候提交。就是不知道这个专业报名竞争激烈不,2,1662253712.0,2022-09-04 01:08:32
ww1quh,Sure-Dinner-4577,这种专业感觉不会激烈,2,1662254257.0,2022-09-04 01:17:37
ww1quh,Donnietby,OP 你好，目前环境设计大四在读，想去加拿大读相关专业研文，正在努力考PTE中，想问本科申请相关专业去读的话学签通过率高吗？担心会被拒签,2,1667832954.0,2022-11-07 14:55:54
ww1quh,Sure-Dinner-4577,为啥不考雅思 走sds,2,1667833877.0,2022-11-07 15:11:17
ww1quh,Donnietby,本来想着直接申请去读硕士，但是怕语言过不去，就转考了PTE，当时还是没了解清楚SDS，哎,2,1667838717.0,2022-11-07 16:31:57
ww1quh,Sure-Dinner-4577,那最后到底读硕士还是研文,1,1667839917.0,2022-11-07 16:51:57
ww1quh,Donnietby,申请明年fall的，要是考出来了语言就去读硕，没考出来就想着去读语言班加研文,1,1667871311.0,2022-11-08 01:35:11
ww1quh,Sure-Dinner-4577,研文还要读语言班吗。。。。双录取通过率更低,1,1667871393.0,2022-11-08 01:36:33
ww1quh,Donnietby,好的，谢谢op,1,1667879831.0,2022-11-08 03:57:11
ww1quh,MysteriousFun5510,🔥,1,1661293063.0,2022-08-23 22:17:43
ww1quh,kabuqiqi,感谢🙏,1,1661300247.0,2022-08-24 00:17:27
