post_id,author,body,score,created_utc,date
1htg3jl,AlexanderLaker,"Wtf are replies to get out of Riga to “what to do IN Riga?”.  Do museums, the KGB Corner House, National Art Museum, walk around the citu center and “quite center” and breath in the art nouveau architecture, visit churches in old town. Maybe Anatomicum, if that’s your cup of tea, their exhibition is fantastic. Go to Agenskalna tirgus and have a meal there, buy some bread for later. Walk around the neighborhood, get Bolt app and either drive to locations or use their cabs (cheapest).   Edit: none of these activities ar necesserily “fun”. Ypu can also go to cinema, indoor kartings and do a barcrawl ",5,1736021530.0,2025-01-04 20:12:10
1htg3jl,Bidetkroket,Thanks so much.,1,1736021605.0,2025-01-04 20:13:25
1htg3jl,Particular_Pace_6850,Do a Free Walking Tour. Always nice.,2,1736004596.0,2025-01-04 15:29:56
1htg3jl,Ok_Corgi4225,Sigulda! (By train or bus),3,1736017932.0,2025-01-04 19:12:12
1htg3jl,Bidetkroket,"Seems a bit far away, but I'll look it up. Thanks.",1,1736021636.0,2025-01-04 20:13:56
1htg3jl,JenniferRubyModel,Hop on a train to Jurmala and visit the beach. Some lovely coffee shops.,2,1736006523.0,2025-01-04 16:02:03
1htg3jl,Bidetkroket,Even in winter?,1,1736006624.0,2025-01-04 16:03:44
1htg3jl,JenniferRubyModel,"Wrap up warm but lovely town, sea front houses and the Baltic Sea",2,1736006825.0,2025-01-04 16:07:05
1htg3jl,Bidetkroket,Brilliant. Thanks so much,1,1736007111.0,2025-01-04 16:11:51
1htg3jl,JenniferRubyModel,Trains are ridiculously cheap also,1,1736007333.0,2025-01-04 16:15:33
1htg3jl,iminluhhwidthecoco,"What are you going there to do ie sightsee, party, relax?",1,1736030951.0,2025-01-04 22:49:11
1htg3jl,Bidetkroket,"Sightseeing, mostly, but I'm generally open to every type of suggestion.",1,1736031330.0,2025-01-04 22:55:30
1htg3jl,Miserable-Wait-272,https://www.rigafreetours.com/?gad_source=1&amp;gclid=CjwKCAiAm-67BhBlEiwAEVftNnh3R_YyIjv_rgptkbV3gIxgLA8YCp2hj-OFPbIrduS810NMePSRxRoCMYMQAvD_BwE,1,1736181109.0,2025-01-06 16:31:49
1ht5rsq,001Piffi,One One. Check RA Guide App.,4,1736001685.0,2025-01-04 14:41:25
1ht5rsq,r0landTR,"One one is as great palce, honestly.",1,1736027033.0,2025-01-04 21:43:53
1hruphw,Tough-Pea-2813,DBS is the best driving school in Riga. https://dbs.lv/,3,1735842105.0,2025-01-02 18:21:45
1hruphw,mrchaplin1889,"There is no such a thing as “best” all of them are the same scam scheme. If you are only speaking English, it will cost tiny bit more than local’s because eng speaking driver teachers are charging more.  There are 3 or 4 popular one. Just email all of them and see their pricing and decide.   Good luck because you will need it :)",2,1735828808.0,2025-01-02 14:40:08
1hruphw,NoNegativeBoi,Why are they a scam scheme?,1,1735829389.0,2025-01-02 14:49:49
1hruphw,[deleted],[deleted],2,1735835294.0,2025-01-02 16:28:14
1hruphw,mrchaplin1889,"This. Because getting license is one time thing and they will try to earn from you as much as they can. Even if you are perfect but you are not familiar with the rules in LV, you will take approx 12-14 lessons and schools test drive at least 2 times before you will apply for actual driving test. I would say you need to spend at least 900-1200 in total and %90 of it will go to school",1,1735836725.0,2025-01-02 16:52:05
1hruphw,janiskr,You are required to take at least 10 or so driving lessons and you have to pass the theory exam. Some years ago there where statistics available what % of attendance passed from each school.,1,1737973420.0,2025-01-27 10:23:40
1hpsrvn,johnzeezoidberg,"Riga FC has two merchandise stores: one in the Old Town and another at the Skonto Stadium. shop.rigafc.lv/contacts  As for RFS and Valmiera, you can try Sportland. At least these shirts are listed online at sportland.lv",2,1735598055.0,2024-12-30 22:34:15
1hpsrvn,MarcSFC,Thank you! I've seen that RFS has a shop in the stadium but just during the match days.,1,1735721797.0,2025-01-01 08:56:37
1hot7jl,001Piffi,Will there even be fireworks at all? I've read it's forbidden. Of course some people will have fireworks anyways but I doubt there'll be a lot? Or is there one hosted by the city?,2,1735476590.0,2024-12-29 12:49:50
1hot7jl,DedeKolia,I saw on facebook that's only recomendation about not using pyrotechnics,1,1735476798.0,2024-12-29 12:53:18
1hot7jl,001Piffi,[https://latvia.news-pravda.com/en/russia/2024/12/27/2582.html](https://latvia.news-pravda.com/en/russia/2024/12/27/2582.html),-2,1735477880.0,2024-12-29 13:11:20
1hot7jl,bilkims,Fireworks aren’t forbidden. Old Riga should be ok spot.,1,1735477118.0,2024-12-29 12:58:38
1hot7jl,hockeynow,"There are no official fireworks in the city due to the war, will resume once Russia is destroyed.",1,1735479178.0,2024-12-29 13:32:58
1ho92jj,[deleted],Theres a rave in Riga for the NYE at maze Riga,2,1735410082.0,2024-12-28 18:21:22
1ho92jj,SuperCoolKido,Christmas Market will be working and is a great place to walk around. Riga’s guests and locals go there a lot. Hope you like your visit.,1,1735464632.0,2024-12-29 09:30:32
1hnrnau,Sensitive-Fix6705,I would also love to know! Visiting Riga right now and would love to browse,1,1735391541.0,2024-12-28 13:12:21
1hnrnau,001Piffi,I only know about this place though it mostly focuses on modern watches not vintage ones: [https://maps.app.goo.gl/ijwXZTZVeeWSxops5](https://maps.app.goo.gl/ijwXZTZVeeWSxops5),1,1735476656.0,2024-12-29 12:50:56
1hnrnau,001Piffi,I only know about this place though it mostly focuses on modern watches not vintage ones: [https://maps.app.goo.gl/ijwXZTZVeeWSxops5](https://maps.app.goo.gl/ijwXZTZVeeWSxops5),1,1735476651.0,2024-12-29 12:50:51
1hnrnau,Tough-Pea-2813,https://balticwatches.com/  https://m.laiksjewellery.lv/lv/,1,1735509612.0,2024-12-29 22:00:12
1hnfyal,denisarnaud,"Latvia is playing. Likely some place plays it. Try ""Thirsty Bulldog"", they have plenty of screens, worse case they put it in a corner. Or ask a place like ""Kiwi bar"", maybe ""funny fox"" but these may prefer larger audience games (it is latvia and hockey, but it is junior).these are within short walking distance of another and there is a new one but single screen. So i doubt it. Else, there are a few more sports bars in town. Check also the riga event pages. Could be something somewhere.",2,1735316481.0,2024-12-27 16:21:21
1hn1qzb,DOCpatches45,"Rozengrals is a medieval style restaurant. Candlelit, in a basement with really interesting food. French onion soup and garlic bread- 10/10. As an American who has lived in Europe for the last 5 years, Riga is my hidden Gem.  You can also go see “the corner house”, it is a KGB museum, a sobering experience but incredibly interesting. Fashion Museum was my wife’s favorite.  Fun, clean, safe, inexpensive city!  EDIT KGB, not LGB museum…",4,1735275476.0,2024-12-27 04:57:56
1hn1qzb,abrez999,I reallythink Rozendrals is an overpriced tourist trap with very mid food/price performance.,3,1735324869.0,2024-12-27 18:41:09
1hn1qzb,DOCpatches45,"To be honest, we’ve never been there in “tourist season” so perhaps our experiences have been different.   I was fortunate enough to visit there with the company of a professional chef who found it to be “unique and interesting”.  I appreciate the counterpoint however, and we surely did not explore their entire menu.",2,1735327355.0,2024-12-27 19:22:35
1hn1qzb,Cookie_monsterator,Check out the instagram profile of Riga Neighborhood - they have a post recommending New Year’s parties in Riga as well as the best restaurants and bars https://www.instagram.com/riga.neighborhood?igsh=dWw2ZnJ4NHI0NmZn,3,1735279534.0,2024-12-27 06:05:34
1hn1qzb,decksauce,"Checkout Live Riga for events going on.   Skapis is a gay bar / the closest thing I know of to a club. Pretty fun. Right nearby there's my favorite brewery, Labietis. There's also a rooftop bar at the Radisson Blue on Brivibas. Baznīcas iela in Centrs has 3 or 4 solid bars all next to each other.   I really like Latvian fried rye garlic bread. A good place for food / live music / atmosphere is Folklubs in old town.   For a great (free) view of the city you can go to the national library.",4,1735266464.0,2024-12-27 02:27:44
1hn1qzb,SuperCoolKido,"Bars and food - Armory Bar - just cool place where you can play with real (non active) guns. Nice people hang out there. Distilers Republic - if you love gin! Rīgas Ķirsis - comedy nights in english, great food ( You can make reservation for 20 people ) ! All three places are close by. Folklubs Ala pagrabs - for local food, folk music. LateNight Munchies - for late night burgers, good prices. Sweatshop Sports Bar - brand new sports bar with huge screen and local drinks like “Hektors”.",3,1735267228.0,2024-12-27 02:40:28
1hmq07x,SuperCoolKido,"It is closed. In last few years it did not have the best reputation. There are new, great places to visit - Steaks for a great steak selection. You can try Rīgas Ķirsis - not a steak house, but have some great local beef.",3,1735254591.0,2024-12-26 23:09:51
1hmlfw9,SuperCoolKido,Man arī interesētu …,1,1735254632.0,2024-12-26 23:10:32
1hisgli,Gravelayer,Doing it right now I would say Christmas market,1,1734853030.0,2024-12-22 07:37:10
1hisgli,ContributionPlane863,"Christmas market got spot, skunu iela street bars, karaoke bars at Hard Rock Cafe",1,1734886919.0,2024-12-22 17:01:59
1hhoas2,Ok_Corgi4225,"Jokerklubs.lv  Seven different saunas, pool, etc.",5,1734607095.0,2024-12-19 11:18:15
1hhoas2,Commercial-Long-1727,Wellton Spa,2,1734609975.0,2024-12-19 12:06:15
1hhoas2,mrsrsp,Grand poet hotel also welton riga hotel,2,1734623906.0,2024-12-19 15:58:26
1hhoas2,isthistofu,ESPA can be nice,2,1734653232.0,2024-12-20 00:07:12
1hhoas2,mizanscena,"Unimarine SPA, quite cheap, three saunas, decent pool with streams, so it's actually fun to swim around, bar &amp; food. Also, the only place I know where you are allowed to stay for unlimited time.",2,1734674583.0,2024-12-20 06:03:03
1hhoas2,NoNegativeBoi,MyFitness,0,1734600394.0,2024-12-19 09:26:34
1hgjo0p,03vlad,which gym u go in riga?,1,1738309968.0,2025-01-31 07:52:48
1hgjo0p,No_Examination667,No gym yet,1,1738459150.0,2025-02-02 01:19:10
1hgjo0p,03vlad,it will cost u and not just the gym membership,1,1738464927.0,2025-02-02 02:55:27
1hgjo0p,No_Examination667,What's the price and what does it include,1,1739112439.0,2025-02-09 14:47:19
1hgjo0p,03vlad,ay depends on ur goal  i can just go 3 days with you and give you a basic plan and things you need to know,1,1739171970.0,2025-02-10 07:19:30
1hfihql,CornelisGerard,OP: I'm a London based musician that likes to explore the local music scene in other countries. This is a short vlog in which I explore the city and check out some live music.,2,1734353895.0,2024-12-16 12:58:15
1hfihql,Loopbloc,Sweet video. Did you try to gig down the corner ? The music scene in Riga is pretty nice.,2,1734425890.0,2024-12-17 08:58:10
1hfihql,CornelisGerard,"No, but I will be back again in the future because I found a venue that said I could perform there.",2,1734439624.0,2024-12-17 12:47:04
1hfihql,IvanTheHobbit,Did you check out DJ Krankenwagen? Despite the name it’s a Riga based Band 😅,1,1734358112.0,2024-12-16 14:08:32
1hfihql,CornelisGerard,"No, but thanks for the recommendation!",1,1734358150.0,2024-12-16 14:09:10
1hequpp,Available-Safe5143,"Ej prom no turienes.   Tas ir vienīgais risinājums.   Kad nokļūsi labākā vietā, pats(-i) brīnīsies par to, kā tas ir iespējams, ka pastāv normālas darba vietas.  Viens jautājums intereses pēc. Vai tas ir vīriešu vai sieviešu kolektīvs?",9,1734263827.0,2024-12-15 11:57:07
1hequpp,Muizmuizmuiz,"Sieviešu. Jau 15 gadus besos.. Darbs ļoti latīk un  labi apmaksāts, bet vienas dēļ gadā kādas 360 dienas nodomāju vai tas ir to vērts. Tagad atkal domāju, ja jau izturēju tik ilgi un nesalūzu, varbūt 2 ir sīkums. Man liekas, ka man smadzene vairs nespēj atbrīvoties. Kā sektā. Varbūt meklēt psih palīdzību, tikai nezinu ko īsti.",2,1734264086.0,2024-12-15 12:01:26
1hequpp,Available-Safe5143,"Nezinu gan kādā industrijā tas ir, bet Tu vari darīt to pašu lietu citviet, baudīt šo darbu, bet klāt tam - Tev būtu labs kolektīvs.  Vienkārši, es pats pastrādāju vairākās labās vietās, ar iespaidīgiem labumiem, labām algām, attālinātā darba iespējām, bet kolektīvs tur ēda viens otru. Toksiskums, visi vaino viens otru, smejas viens par otra ""stulbumu"", u.t.t.  Pamainīju darbu, un atklāju, ka to pašu darbu var darīt ar ļoti uzticamu, izpalīdzīgu un saprotošu kolektīvu. Ka tiešie vadītāji var nostāsties Tavā pusē, nevis uzņēmuma pusē. Ka kļūdas tiek piedotas un pat esi mudināts mēģināt, kļūdīties un iemācīties ko jaunu.  Es zinu, ka 15 gadi ir daudz un mainīt ko tādu ir grūti.    Ja Tu saredz, ka konkrētās toksistās darbības un attieksme nav ok, tad Tu esi pelnījis(-usi) ko labāku.   Psihoterapeits palīdzēs ar sekām, bet nepalīdzēs ar celoņiem.   Es ieteiktu uzstādīt mērķi meklēt darbu lēnām. Nu tā, divas reizes nedēļā pa stundai veltīt meklējumiem. Lai atrastu tieši to, kas aizrauj.   Latvijā tiešām kļūst laba, izglītota un strādātgriboša darba spēka.  Vēlu veiksmi, Tev viss izdosies :)",5,1734265445.0,2024-12-15 12:24:05
1hequpp,Ok_Corgi4225,"Te bij viens gudra psihologa padoms - pieņem, ka tu atrodies trakomājā un visi tev apkārt ir attiecīgi - pacienti.  No tā kas man apkārtnē, var ieteikt - galvenais lai tavs lauciņš būtu sakopts cik iespējams ar cik maz iespējamu laika patēriņu. Slavē un stutē to personu, vērsies lai pieņem lēmumus viņa, lai visa atbildība iet uz viņu. Visādas procedūras un pieņemtā prakse un amatapraksti ir tik jauka padarīšana, lai citiem birokrātiski čakarētu mozgas, ja ir laba pieredze. Galvenais saglabāt visu dokumentētu un lai pec iespējas būtu vadība uz cc visā.",4,1734263416.0,2024-12-15 11:50:16
1hequpp,shushimushii,"Hehe, stāsts gandrīz 1:1 ar mani, jau 3 gadus velkas, bet pēdējā laikā ir kosmoss. Situācija drausmīga, viņa dodas pensijā pēc 4 gadiem. Es izlēmu iet prom nākamgad martā, kādu laiku padzīvot uz bezdarbnieku pabalstiem un domāt, ko darīt. Kāpēc martā? Jo tad sākas pavasaris, negribējās pa drūmo ziemu sākt savu atveseļošanās ceļu.  Man gan ir lielisks atbalsts aiz muguras, nezinu, kā ir Tev. Kādu laiku vīrs varētu nosegt maksājumus, kamēr es pa psihoterapeitiem pastaigāju, atgūstos :D  Tad nu ar visu šo lēmumu, ka man nevajag tādu toksisku vidi paciest... es paliku stāvoklī un... dekrēts sāksies tieši martā! :) Tieši tā, kā biju plānojusi, sagaidīt skaisto pavasari prom no visām šīm šausmām, kas ir darbā. Varam pateikt paldies Latvijas demogrāfijas uzlabotājai- toksiskajai kolēģei :))))  P.S. Ja gribas parunāties, dod ziņu!!",2,1734284737.0,2024-12-15 17:45:37
1hequpp,Muizmuizmuiz,"Paldies, ka padalies! Man vēl dien dienā, kad kaut kas ir jārisina, tad ir manipulatīvais teksts ""mēs"", ""mūs"", ""mums"". Un tas, ka no vadības tiek skandēts ""komanda"" utt, sajūta, kā nobloķētai, jo ja teikšu skaļi, ka ""dari pati"", iešaušu sev kājā.   Pie sevis es nopukstu, ka tad, kad darbs jādara, tad ir ""mēs"", savukārt, kad pie bankomāta jāstāv, tad ir ""es"". Tas, protams, salīdzinājums. Viņa pat nekaunas atklāti kā joku skandēt, ka dzīvē lielākā māksla esot iesēsties otram čuprā. Vadītāja blisina acis un smaida kā joku dzirdējusi.",1,1734292023.0,2024-12-15 19:47:03
1hequpp,shushimushii,"Es nopietni apsvēru rakstīt iesniegumu personāldaļai, īstenībā jau uzrakstīju, bet nenosūtīju. Tad aprunājos ar vadītāju, kura, protams zina, kāda ir situācija ar šo kolēģi, jo es jau neesmu pirmā, kurai ar viņu ir konflikts. Viņas atbilde bija uz šo visu: ""Viņa jau nav ļauna, tikai ar tādu asāku mēli."" Tad es viņai teicu, jā, tieši tāpēc es gribēju iet caur personāldaļu, lai saprot, ka šāds komunikācijas stils, kas otram liek justies slikti, NAV normāls. Šī mana ""jaukā"" kolēģe arī manā pirmajā darba dienā pateica tekstu: ""Mēs esam kolēģi, nevis draugi."" Nu, tas jau arī bija sarkanais karogs, ka nebūs labi :)  Iesaku iet prom, ja nav iespēju, ka šo kolēģi atlaiž no darba. 2 gadi ir ļoti ilgs laiks, lai tik slikti justos!",2,1734292685.0,2024-12-15 19:58:05
1hequpp,Muizmuizmuiz,"Augstākā vadība regulāri liek pildīt dažādua testus par vidējo temperatūru palātā, sūta epastā visādas.lekcijas un piedāvājumus kā atpūsties un rūpēties par sevi mentāli, tikai liekas, ka tas ķeksītim, modes lieta un, ja es tiešām dotos pie viņiem, droši vien tiktu vēl vairāk nosmīkņāta un teikts, ka sūdzos.",1,1734293859.0,2024-12-15 20:17:39
1hequpp,Mediocre_Owl7613,"Eksperts-šmeksperts studijā.  Sāksim ar tēlainu stāstījumu.  Šī ir tā situācija dzīvē, kad Tu atrodies cīņā.  Ja tu būtu treniņā vai sacenītēs, iedomājies, tevi kāds klopē, rauj, grib nogāzt uz zemes, žnaugt un vēl dievs ko. Ejot padeni uzliek. Fakuci vēl parāda. Ko tu? Dusmojies, ciet, bet tu neesi izpratusi vienu lietu-ja tev kaut ko dara, tev ir visas tiesības darīt to pašu pretim. Nē nu labi, protams, ka juridiski nē, ķip menti jāsauc, HR jāraksta, jāiet jārunā. Tikai īstenībā, pēc fakta nekas ne sūda nemainās, personu nesauc pie atbildības, kam tur asāka mēle, kam tur smirdīgāka peža, bet viss jau ķip ok. Tu jau pati saprati, ka tev ir tieši tādas pašas tiesības uz vidi, cieņu un visu pārējo, ko tā kaza negrib ievērot, bet ko tu nesaproti ir tas, ka tu tieši tāpat kā viņa vari bļaut viņai sejā. Vai nē. Raksti papīru. Vēl vienu, vēl vienu, vēl vienu...un izbaudi procesu, jo taisnība ir tāvā pusē. Kas tad tev būs? Reāli, ko tieši viņa tev var izdarīt, smirdīgi virsū uzelpot?  BET STOP!  Izrādās šī ir double whammy situācija, šīs ir bomžu cīņas-tā vietā lai pretim stāvētu divi vienlīdzīgi cilvēki, viens ir kaut kāds no ielas savākts urļiks, kas visu dzīvi cilvēkus pizģījis, jo tas viņam sagādā baudu, bet otrs cilvēks ir bomzis-cilvēks, kas šajā avantūrā ir, jo iekšā ir silts un komfortabls un viņam par to labi samaksāja.  Labi, ne vislabākais salīdzinājums, bet es noprotu, ka tu, pretēji urlāniem un gopņikiem, neizjūti baudu no šādiem procesiem. Tu negribi cīnīties. Tu nenosūtīji sūdzību, lai gan to uzrakstīji (šis gan ir nē-nē solis).   Pieņemu, ka tev, ir vairāk agreeable, jeb saticīgs temperaments un konflikti tev nepatīk kā tādi. Drīzāk cietīsies un paslaucīsi zem tepiķa.  Reāli, spēka nepietiks uzrakstīt visus iemeslus, kāpēc tas tomēr neder, bet īsumā-tu tak negribi būt bomzis kuru pizģī? Tā dzīve  irkāda ir, par spīti tavām preferencēm tā teikt, tiesībām un citām lietām, cilvēki ir kādi ir,  un dažkārt  ir jāmāk vai nu TIEŠĀM pacelties tam pāri, tā teikt, izmantot greyrock metodi pret šādiem morālajiem pydarasiem, vai tieši otrādāk, ir jāmāk nolaisties līdz viņu līmenim, jo tikai šajā zonā šie cilvēki saprot un tikai šādi ar viņiem var tikt galā reizi par visām reizēm.  Kļūsti par cīnītaju vai kļūsti Zen, izvēlies, kas tavai veselībai nekaitīgāk, bet dzīvē noteikti noder abi.  P.S. Es rakstīju skaidrā, bet ātri-ja kaut kas sanāca murgaini var jautāt.",2,1734513479.0,2024-12-18 09:17:59
1hequpp,Muizmuizmuiz,"Oh, paldies par iedvesmu! Sāku darīt pretī, plīsa vaļā un visu klātbūtnē pateicu, kas notiek. Nervi vibrēja un pašlaik ir saspringts klusums 3. dienu. Grūtākais ir pusdienlaikā, kad sanāk darba ēdamtelpā pie viena galda pusdienot. Es šīs  dienas esmu izvairījusies. Vadība šo pusdienlaika paēšanu nez kapēc ir pasludinājusi, ka ""tad arī pārspriežam visu par darbu"". Man vienmēr ir gribējies teikt, ka es tagad gribu mierīgi paēst nevis atkal iziet vārdu cīņas raundā ar jums. Tā nodot kārtīgi pa bundžām nekad nav izdevies, jo vienmēr pusdebīli izdalot sīkus smiekliņus, tiek pateikts, ka ""neviens jau netraucē arī ēst"". Nu, vārdsakot, sviests. Pašlaik, liekas, esmu tā, kas ""buntojas"". Grūti pieņemt, ka vakar viss kolektīvs uz mani skatījās un prasīja kā svinēsim Zsv. Bulingotāja atklāi smīnot piecēlās no galda. Man raudāt gribas, jo labprāt mazgātu grīdu visu dienu vai raktu.",1,1734517323.0,2024-12-18 10:22:03
1hequpp,LemarIsNotTaken,Izklausāa pēc valsts pārvaldes,1,1734519186.0,2024-12-18 10:53:06
